callsign,tail_number,dep,arr,ftfmDep,ftfmArr,ctfmDep,ctfmArr,delayDep,delayArr,ftfmDep_tw,ftfmArr_tw,ctfmDep_tw,ctfmArr_tw
WRC7957,URWRH,UKBB,HESH,2400,15030,2580,14616,3.0,-6.9,2.0,16.0,2.0,16.0
SAS4556,LNTUM,ENVA,ENBO,28800,32294,28860,31678,1.0,-10.266666666666667,32.0,35.0,32.0,35.0
THY9QA,TCJGS,LTBA,EDDV,23160,34960,25020,35853,31.0,14.883333333333333,25.0,38.0,27.0,39.0
JAF5YH,OOTEA,EBOS,LEAL,45000,53358,45600,53283,10.0,-1.25,50.0,59.0,50.0,59.0
SVA117,HZAK41,OERK,EGLL,28200,52928,30085,55748,31.416666666666668,47.0,31.0,58.0,33.0,61.0
AFR41FP,FHBND,LFML,LFPO,26400,30857,26700,30517,5.0,-5.666666666666667,29.0,34.0,29.0,33.0
BCS5335,GDHKM,LZIB,EDDP,5400,9297,4260,7881,-19.0,-23.6,6.0,10.0,4.0,8.0
IBS3790,ECLKH,LEMD,EIDW,53100,61809,54660,62319,26.0,8.5,59.0,68.0,60.0,69.0
HOP31DQ,,LFQQ,LFST,72600,75011,72720,75422,2.0,6.85,80.0,83.0,80.0,83.0
BRU739,,UMMS,UBBB,72900,84609,73380,84360,8.0,-4.15,81.0,94.0,81.0,93.0
AFR1010,FGRHH,LFPG,EDDN,25500,30396,26280,30080,13.0,-5.266666666666667,28.0,33.0,29.0,33.0
IBK3FB,GNRWY,ENVA,EGKK,75300,84685,75660,83683,6.0,-16.7,83.0,94.0,84.0,92.0
PGT87V,TCASP,LTFD,LTFJ,11700,14582,12300,14882,10.0,5.0,13.0,16.0,13.0,16.0
STK625R,EIFMJ,LFRN,EGMC,43200,47512,43560,47438,6.0,-1.2333333333333334,48.0,52.0,48.0,52.0
RYR5PQ,EIEVX,EGSS,LEAL,23400,32429,24060,32574,11.0,2.4166666666666665,26.0,36.0,26.0,36.0
IBE3170,ECKMD,LEMD,EGLL,21600,28954,23040,30576,24.0,27.033333333333335,24.0,32.0,25.0,33.0
EZS46KF,HBJYA,EGBB,LSGG,57300,63704,57360,62114,1.0,-26.5,63.0,70.0,63.0,69.0
DLH6AH,DAISL,EDDF,LMML,33300,42296,34860,42430,26.0,2.2333333333333334,37.0,46.0,38.0,47.0
THY5YR,TCJFY,LTAC,LTBJ,27300,31152,28020,31680,12.0,8.8,30.0,34.0,31.0,35.0
THY68J,TCJPR,LTBA,LTCM,26100,30278,26880,30120,13.0,-2.6333333333333333,29.0,33.0,29.0,33.0
AEA1701,ECMIY,LEIB,LEPA,23700,26204,24000,25629,5.0,-9.583333333333334,26.0,29.0,26.0,28.0
HOP22JU,FGPMB,LFLL,LFMN,27000,29867,27780,29837,13.0,-0.5,30.0,33.0,30.0,33.0
GEC8404,DALFC,EDDF,ZSPD,22800,58763,23640,59039,14.0,4.6,25.0,65.0,26.0,65.0
TJT117,ECINV,LFML,DTTA,32400,39934,32700,40266,5.0,5.533333333333333,36.0,44.0,36.0,44.0
SVR845,VQBKJ,UUDD,LEBL,26100,42210,32056,47307,99.26666666666667,84.95,29.0,46.0,35.0,52.0
THY4AN,TCJHF,LTBA,ORNI,3900,13791,4260,12951,6.0,-14.0,4.0,15.0,4.0,14.0
JON102,SELTL,ESUP,ESPA,57900,60992,58320,60413,7.0,-9.65,64.0,67.0,64.0,67.0
UAE45,A6EUB,OMDB,EDDF,16800,42018,19140,42871,39.0,14.216666666666667,18.0,46.0,21.0,47.0
BCS3164,HAFAU,ENZV,ENBR,27900,30271,28587,30248,11.45,-0.38333333333333336,31.0,33.0,31.0,33.0
CTN380,9ACQD,LDZA,LDSP,48900,51869,49020,51323,2.0,-9.1,54.0,57.0,54.0,57.0
RYR8BK,EIEVR,EPGD,EGSS,24000,31795,24360,32067,6.0,4.533333333333333,26.0,35.0,27.0,35.0
RYR7LD,EIFZL,EGSS,LEMD,24300,32847,25380,33121,18.0,4.566666666666666,27.0,36.0,28.0,36.0
AEH1996,HBALL,EDDK,EDDB,9900,14502,10200,13648,5.0,-14.233333333333333,11.0,16.0,11.0,15.0
HOP312B,,LFLL,EBBR,27300,31455,27960,32257,11.0,13.366666666666667,30.0,34.0,31.0,35.0
BTI424,YLCSC,EVRA,UUEE,19800,24205,20340,24600,9.0,6.583333333333333,22.0,26.0,22.0,27.0
FIN4YG,OHLKN,EDDH,EFHK,42000,48038,42720,48572,12.0,8.9,46.0,53.0,47.0,53.0
AFL2113,VPBCD,LGAV,UUEE,80400,93923,81240,93791,14.0,-2.2,89.0,104.0,90.0,104.0
GLP907,,UUDD,UDYZ,81300,90119,81900,90119,10.0,0.0,90.0,100.0,91.0,100.0
LOG52UK,,EGPF,EGPI,30600,32444,31740,33112,19.0,11.133333333333333,34.0,36.0,35.0,36.0
DLH2K,DAISK,LSGG,EDDF,35700,40995,36780,40269,18.0,-12.1,39.0,45.0,40.0,44.0
THY1DB,TCJLT,UUOO,LTBA,300,9864,1440,10260,19.0,6.6,0.0,10.0,1.0,11.0
PGT6SH,TCNBO,LTFJ,LFPO,25200,38639,26040,38780,14.0,2.35,28.0,42.0,28.0,43.0
EZY59UV,GEZPB,HEGN,EGKK,-29700,-8478,-28800,-8608,15.0,-2.1666666666666665,-33.0,-10.0,-32.0,-10.0
EZY68GX,OEIJD,LFPO,LIPZ,63000,67729,63180,67504,3.0,-3.75,70.0,75.0,70.0,75.0
CMB539,N342AX,OKBK,EINN,-36000,-6697,-35559,-6847,7.35,-2.5,-40.0,-8.0,-40.0,-8.0
EZY64NA,GEZBU,LEMD,LIMC,55200,61689,55800,61629,10.0,-1.0,61.0,68.0,62.0,68.0
SAS336,LNRRL,ENGM,ENVA,28800,33340,31560,33833,46.0,8.216666666666667,32.0,37.0,35.0,37.0
THY1JN,TCJPM,ORBI,LTFJ,27900,38133,30780,40413,48.0,38.0,31.0,42.0,34.0,44.0
DLH7MN,DACNU,EDDF,EDDG,70800,73438,71760,73764,16.0,5.433333333333334,78.0,81.0,79.0,81.0
DAH3021,,LTBA,DABB,84600,95518,83760,93441,-14.0,-34.61666666666667,94.0,106.0,93.0,103.0
TAY807,OEIFD,EBLG,ZHCC,5100,38396,5700,39660,10.0,21.066666666666666,5.0,42.0,6.0,44.0
SAS073,LNTUA,ESNZ,ESSA,33300,36269,35340,38197,34.0,32.13333333333333,37.0,40.0,39.0,42.0
RYR24CN,EIENI,EGCC,EIDW,43200,47173,43560,46460,6.0,-11.883333333333333,48.0,52.0,48.0,51.0
PGT65U,TCDCJ,LTFJ,EHAM,27300,40317,28440,40623,19.0,5.1,30.0,44.0,31.0,45.0
