callsign,tail_number,dep,arr,ftfmDep,ftfmArr,ctfmDep,ctfmArr,delayDep,delayArr,ftfmDep_tw,ftfmArr_tw,ctfmDep_tw,ctfmArr_tw
STK273B,EIFCZ,EGBB,EIDW,48600,53629,48540,52404,-1.0,-20.416666666666668,54.0,59.0,53.0,58.0
DCFHZ,,LEPA,EDNY,57600,63797,57780,63420,3.0,-6.283333333333333,64.0,70.0,64.0,70.0
RYR7SA,EIDLJ,LIRF,LICJ,64500,68223,65040,67420,9.0,-13.383333333333333,71.0,75.0,72.0,74.0
ANR216,URCOI,UGSB,UKKK,38400,47615,39180,48060,13.0,7.416666666666667,42.0,52.0,43.0,53.0
RYR5082,EIDPF,LCPH,LGTS,29400,36027,29880,35466,8.0,-9.35,32.0,40.0,33.0,39.0
DLH922,DAIPD,EDDF,EGLL,73800,79071,74460,78704,11.0,-6.116666666666666,82.0,87.0,82.0,87.0
QTR261,A7AHG,OTHH,EPWA,46800,68873,47520,68695,12.0,-2.966666666666667,52.0,76.0,52.0,76.0
LOG54CA,,EGPB,EGPD,48000,51362,50520,53491,42.0,35.483333333333334,53.0,57.0,56.0,59.0
TAY082B,SERLA,LTFJ,EBLG,-12600,-909,-12060,-1058,9.0,-2.4833333333333334,-14.0,-2.0,-14.0,-2.0
AFL2657,VPBID,EDDF,UUEE,60000,70175,60660,70440,11.0,4.416666666666667,66.0,77.0,67.0,78.0
ANE27CJ,ECMNQ,LIMF,LEMD,43500,50606,43560,50067,1.0,-8.983333333333333,48.0,56.0,48.0,55.0
QTR180R,A7AEB,OTHH,LIPZ,16500,38874,16920,37859,7.0,-16.916666666666668,18.0,43.0,18.0,42.0
OHY011,TCONS,LTAF,LTBA,19500,24370,19560,23760,1.0,-10.166666666666666,21.0,27.0,21.0,26.0
VLG37GQ,ECMCU,LEMH,LEBL,63600,65721,64260,66061,11.0,5.666666666666667,70.0,73.0,71.0,73.0
AEA9059,ECJNF,LEMD,GCXO,21900,31540,21960,30995,1.0,-9.083333333333334,24.0,35.0,24.0,34.0
CLG560,CSDVL,LFRO,LFPO,20100,24733,20400,24603,5.0,-2.1666666666666665,22.0,27.0,22.0,27.0
AUA848M,OELDD,LATI,LOWW,50400,55307,50820,55578,7.0,4.516666666666667,56.0,61.0,56.0,61.0
AHY9226,4KAZ66,UGTB,UBBB,78300,82754,77820,81000,-8.0,-29.233333333333334,87.0,91.0,86.0,90.0
