callsign,tail_number,dep,arr,ftfmDep,ftfmArr,ctfmDep,ctfmArr,delayDep,delayArr,ftfmDep_tw,ftfmArr_tw,ctfmDep_tw,ctfmArr_tw
MHV55M,DCGDM,EDDH,EDMO,51300,55759,51960,56595,11.0,13.933333333333334,57.0,61.0,57.0,62.0
BAW855,GEUUT,LKPR,EGLL,36900,43281,37560,43774,11.0,8.216666666666667,41.0,48.0,41.0,48.0
TAP947,CSTTK,LSGG,LPPR,68700,76182,69600,76166,15.0,-0.26666666666666666,76.0,84.0,77.0,84.0
LOT401,SPEQC,EPWA,EDDH,68700,75577,69900,75106,20.0,-7.85,76.0,83.0,77.0,83.0
QTR142,A7BCA,LEBL,OTHH,-12000,9204,-11820,8499,3.0,-11.75,-14.0,10.0,-14.0,9.0
DLH1HR,DACNX,EPWR,EDDF,19500,23594,19887,23655,6.45,1.0166666666666666,21.0,26.0,22.0,26.0
UAE39,A6EOU,OMDB,EGBB,12300,38428,14400,39282,35.0,14.233333333333333,13.0,42.0,16.0,43.0
SAS2031,LNRGB,ESNU,ESSA,66000,69440,67380,70250,23.0,13.5,73.0,77.0,74.0,78.0
EWG6KU,DAKNN,LOWW,EDDS,72600,76537,74160,77323,26.0,13.1,80.0,85.0,82.0,85.0
BCS917,LZCGT,UKBB,EDDP,69000,77548,69060,76134,1.0,-23.566666666666666,76.0,86.0,76.0,84.0
EZY37EJ,OEIJG,EGCC,EDDB,25800,31906,26340,31939,9.0,0.55,28.0,35.0,29.0,35.0
FIN7MY,OHLXB,LHBP,EFHK,66000,74022,67260,74907,21.0,14.75,73.0,82.0,74.0,83.0
CSA8EC,OKNFU,EDDL,LKPR,68400,74565,69240,74129,14.0,-7.266666666666667,76.0,82.0,76.0,82.0
KNE301,VPCYF,OERK,OLBA,66000,78647,69827,80750,63.78333333333333,35.05,73.0,87.0,77.0,89.0
KLM642,PHBQP,KJFK,EHAM,-4200,19960,-3600,18751,10.0,-20.15,-5.0,22.0,-4.0,20.0
RCH105,44131A,ETAR,KWRI,-13800,20001,-13075,20651,12.083333333333334,10.833333333333334,-16.0,22.0,-15.0,22.0
BID11B,DCCCC,EDVK,EGMC,9000,14437,9069,13932,1.15,-8.416666666666666,10.0,16.0,10.0,15.0
QTR5DR,A7APH,OTHH,EGLL,-3900,19992,-660,24666,54.0,77.9,-5.0,22.0,-1.0,27.0
IBE3105,ECJRE,LPPT,LEMD,-12300,-8233,-12420,-8714,-2.0,-8.016666666666667,-14.0,-10.0,-14.0,-10.0
EZY49CX,GEZUT,EHAM,EGKK,-12900,-9371,-11940,-9303,16.0,1.1333333333333333,-15.0,-11.0,-14.0,-11.0
UPS291,N352UP,ESMS,EDDK,81000,84951,80880,84559,-2.0,-6.533333333333333,90.0,94.0,89.0,93.0
BAW246,GSTBL,SBGR,EGLL,-16500,21684,-15679,23768,13.683333333333334,34.733333333333334,-19.0,24.0,-18.0,26.0
RYR99BE,EIEVT,LIRP,LEMD,24600,31601,24885,31046,4.75,-9.25,27.0,35.0,27.0,34.0
AUA38Y,OELDE,EHAM,LOWW,33300,39276,34260,39708,16.0,7.2,37.0,43.0,38.0,44.0
CSN603,B2736,ZGGG,EGLL,-22200,21376,-21420,23268,13.0,31.533333333333335,-25.0,23.0,-24.0,25.0
DLH5XL,DAIRO,EDDM,ESSA,-14700,-7732,-13800,-6807,15.0,15.416666666666666,-17.0,-9.0,-16.0,-8.0
AUA973B,OELGM,LOWW,LOWG,69000,72004,71640,73199,44.0,19.916666666666668,76.0,80.0,79.0,81.0
RYR5ST,EIFTA,LIRA,LGTS,45900,51671,47100,51940,20.0,4.483333333333333,51.0,57.0,52.0,57.0
EWG6TU,DAIZQ,LHBP,EDDL,30600,36726,30931,36325,5.516666666666667,-6.683333333333334,34.0,40.0,34.0,40.0
TVF58CR,FGZHT,LFPO,LLBG,24600,39991,25140,40440,9.0,7.483333333333333,27.0,44.0,27.0,44.0
AUA245,OELGI,LOWG,EDDS,63300,66864,64680,68422,23.0,25.966666666666665,70.0,74.0,71.0,76.0
DLH760,DAIMK,EDDF,VIDP,44400,70208,47700,72250,55.0,34.03333333333333,49.0,78.0,53.0,80.0
TAP259,CSTOG,LPPT,CYYZ,-20400,7482,-19680,7371,12.0,-1.85,-23.0,8.0,-22.0,8.0
TVF499,ECLNC,LIME,LFLL,32400,35838,33360,35934,16.0,1.6,36.0,39.0,37.0,39.0
DLH1488,DAECD,EDDF,UMMS,-18000,-10283,-17100,-10260,15.0,0.38333333333333336,-20.0,-12.0,-19.0,-12.0
BMS3002,YRBMH,LRCL,LROP,18000,20864,18960,21040,16.0,2.933333333333333,20.0,23.0,21.0,23.0
RSC112,ECMIF,GCXO,GCLP,34200,36314,35055,36348,14.25,0.5666666666666667,38.0,40.0,38.0,40.0
EWG8ZL,DAEWV,LIMC,EDDH,29700,37582,32820,37502,52.0,-1.3333333333333333,33.0,41.0,36.0,41.0
HVN31,VNA891,VVTS,EDDF,-29100,15796,-28020,17145,18.0,22.483333333333334,-33.0,17.0,-32.0,19.0
LEA139D,FHECD,LSZH,LFPB,74100,77846,75600,78931,25.0,18.083333333333332,82.0,86.0,84.0,87.0
STK7SD,GFBEH,EGMC,EIDW,66600,70948,67560,71049,16.0,1.6833333333333333,74.0,78.0,75.0,78.0
AFL2537,VQBSH,EDDL,UUEE,34800,45336,35340,45480,9.0,2.4,38.0,50.0,39.0,50.0
DAH1427,,LFML,DABC,35100,39751,35040,38917,-1.0,-13.9,39.0,44.0,38.0,43.0
SAS1330,LNRRM,ENGM,ENAL,65400,68284,66840,69250,24.0,16.1,72.0,75.0,74.0,76.0
KLM77M,PHBXU,EHAM,EGBB,76200,80315,77520,80537,22.0,3.7,84.0,89.0,86.0,89.0
LOT3920,SPEQL,EPKK,EPWA,34500,37949,34860,36918,6.0,-17.183333333333334,38.0,42.0,38.0,41.0
BEE714B,GECOJ,EGHI,LFPG,53100,56588,53760,56795,11.0,3.45,59.0,62.0,59.0,63.0
SCW160M,SERJI,ESSB,ESMS,68400,71822,68640,71484,4.0,-5.633333333333334,76.0,79.0,76.0,79.0
BAW83D,GEUOB,EIDW,EGLL,69000,72922,69540,72650,9.0,-4.533333333333333,76.0,81.0,77.0,80.0
AFR35JG,FGRHF,LOWW,LFPG,32400,39210,33660,39793,21.0,9.716666666666667,36.0,43.0,37.0,44.0
RYR3YR,EIFEE,ESKN,LIME,58200,66296,58680,66511,8.0,3.5833333333333335,64.0,73.0,65.0,73.0
AAF231,FHAAF,LFPO,DAAS,34200,41225,36540,42763,39.0,25.633333333333333,38.0,45.0,40.0,47.0
SAS1289,ESATE,EKCH,EKBI,71400,74264,71940,74018,9.0,-4.1,79.0,82.0,79.0,82.0
TRA27Y,PHHXF,LEMG,EHEH,68700,79482,68820,78420,2.0,-17.7,76.0,88.0,76.0,87.0
LTR612,LNLTE,ENVD,ENKR,70500,71202,70680,71337,3.0,2.25,78.0,79.0,78.0,79.0
SWR789,HBIJE,EBBR,LSZH,70500,74638,71280,74870,13.0,3.8666666666666667,78.0,82.0,79.0,83.0
ELY005,4XECC,LLBG,KLAX,-3600,48741,-2220,49235,23.0,8.233333333333333,-4.0,54.0,-3.0,54.0
DLH71A,DAIDW,LEBL,EDDM,37800,45163,37980,43989,3.0,-19.566666666666666,42.0,50.0,42.0,48.0
JAF302,OOJNL,MKJS,EBBR,71100,109778,71700,109778,10.0,0.0,79.0,121.0,79.0,121.0
DLH9PM,DAIDL,EDDT,EDDF,67500,71028,68820,71887,22.0,14.316666666666666,75.0,78.0,76.0,79.0
EWG6Z,DABFP,EDDT,EDDS,67500,71502,68640,71838,19.0,5.6,75.0,79.0,76.0,79.0
AEA058,ECLQP,SBGR,LEMD,-22200,12469,-22140,12122,1.0,-5.783333333333333,-25.0,13.0,-25.0,13.0
SWR225U,HBJLT,LHBP,LSZH,69600,74506,72000,76802,40.0,38.266666666666666,77.0,82.0,80.0,85.0
DLH8XY,DACKB,EDDM,LIPY,75600,80549,78780,82354,53.0,30.083333333333332,84.0,89.0,87.0,91.0
EZY79YZ,GEJAR,EHAM,EGKK,29100,32785,29700,32372,10.0,-6.883333333333334,32.0,36.0,33.0,35.0
HAX3135,LNPBO,ENVA,ENGM,57600,63068,56439,60553,-19.35,-41.916666666666664,64.0,70.0,62.0,67.0
OOAMR,OOAMR,EHAM,LFMN,67500,75056,68040,74172,9.0,-14.733333333333333,75.0,83.0,75.0,82.0
TAY109G,SEMFJ,LIEE,LIPE,70200,76367,69240,74152,-16.0,-36.916666666666664,78.0,84.0,76.0,82.0
BMS7RE,YRBMB,LCLK,LGAV,19800,25489,20880,25894,18.0,6.75,22.0,28.0,23.0,28.0
BCS3165,HAFAW,ENBR,ENZV,66300,67993,65940,67183,-6.0,-13.5,73.0,75.0,73.0,74.0
EIN7AT,EIDEB,GCTS,EIDW,68700,83246,69060,82846,6.0,-6.666666666666667,76.0,92.0,76.0,92.0
MEV210,CSTQU,EGKK,DNMM,-8100,16104,-7020,15716,18.0,-6.466666666666667,-9.0,17.0,-8.0,17.0
KLM1183,PHEZG,EHAM,ESSL,71700,77832,73500,79038,30.0,20.1,79.0,86.0,81.0,87.0
ARG1141,LVFVI,LIRF,SAEZ,-24300,26267,-23340,25964,16.0,-5.05,-27.0,29.0,-26.0,28.0
DLH9YY,DAECG,LIML,EDDF,45600,50715,46800,50033,20.0,-11.366666666666667,50.0,56.0,52.0,55.0
UAL962,N667UA,KEWR,EDDT,-3000,23897,2280,28057,88.0,69.33333333333333,-4.0,26.0,2.0,31.0
AUA257,OELWL,LOWG,EDDF,66000,70137,66360,70280,6.0,2.3833333333333333,73.0,77.0,73.0,78.0
KLM868,PHBHC,RJBB,EHAM,7200,46397,8520,47348,22.0,15.85,8.0,51.0,9.0,52.0
EWG5HM,DAKNO,EDDT,EDDS,40800,45255,40980,44129,3.0,-18.766666666666666,45.0,50.0,45.0,49.0
EZS87BD,HBJXA,LPPT,LSGG,32400,41914,33420,41343,17.0,-9.516666666666667,36.0,46.0,37.0,45.0
IBK2860,EIFHE,EGKK,ESSA,71700,81265,72600,81208,15.0,-0.95,79.0,90.0,80.0,90.0
BCS7121,ECMIE,LIMC,EBBR,-6900,-1922,-6600,-2439,5.0,-8.616666666666667,-8.0,-3.0,-8.0,-3.0
THY350,TCJVN,LTBA,UAAA,67500,85798,68640,85738,19.0,-1.0,75.0,95.0,76.0,95.0
XK155DW,,LFML,LFKJ,56400,59146,56700,59143,5.0,-0.05,62.0,65.0,63.0,65.0
TAP1015,CSTPO,LEMD,LPPT,56400,60488,57120,60392,12.0,-1.6,62.0,67.0,63.0,67.0
BCS195,LZCGT,EDDK,EDDP,6600,9929,6240,8643,-6.0,-21.433333333333334,7.0,11.0,6.0,9.0
THY2NG,TCJFC,LTAC,LTBJ,-11100,-7036,-8700,-5280,40.0,29.266666666666666,-13.0,-8.0,-10.0,-6.0
SXS7D,DASXR,LTAI,EDDK,75300,88742,75720,87519,7.0,-20.383333333333333,83.0,98.0,84.0,97.0
DLH51A,DAIDX,LPPT,EDDM,21900,33255,22560,32713,11.0,-9.033333333333333,24.0,36.0,25.0,36.0
EIN381,EIDEN,EGLL,EINN,35400,39849,37200,40512,30.0,11.05,39.0,44.0,41.0,45.0
KLM214,PHAKA,CYVR,EHAM,85500,119011,85860,118771,6.0,-4.0,95.0,132.0,95.0,131.0
HOP82MM,,LFST,LFBD,63000,67376,63540,67563,9.0,3.1166666666666667,70.0,74.0,70.0,75.0
VLG3067,ECKDG,GCLP,LEMG,75900,83182,77220,83677,22.0,8.25,84.0,92.0,85.0,92.0
BEL29D,OOSSO,EDDH,EBBR,66000,68580,67560,71057,26.0,41.28333333333333,73.0,76.0,75.0,78.0
DFKGF,DFKGF,EDDW,EDVE,65700,67866,66420,67913,12.0,0.7833333333333333,73.0,75.0,73.0,75.0
BMS3CW,YRBAG,LROP,LEVC,18000,30329,17760,30196,-4.0,-2.216666666666667,20.0,33.0,19.0,33.0
SAS70F,GECOO,ESSA,EVRA,68400,72619,69300,72758,15.0,2.316666666666667,76.0,80.0,77.0,80.0
TAR634,TSION,DTTJ,LFPO,23400,33237,23354,32695,-0.7666666666666667,-9.033333333333333,26.0,36.0,25.0,36.0
RAM500B,CNROZ,GOBD,GMMN,23100,33806,22922,33029,-2.966666666666667,-12.95,25.0,37.0,25.0,36.0
WZZ166,HALWJ,EGGW,EVRA,28500,38450,30660,39397,36.0,15.783333333333333,31.0,42.0,34.0,43.0
THY726,TCJOA,LTBA,VNKT,-4500,18413,-2880,18842,27.0,7.15,-5.0,20.0,-4.0,20.0
