callsign,tail_number,dep,arr,ftfmDep,ftfmArr,ctfmDep,ctfmArr,delayDep,delayArr,ftfmDep_tw,ftfmArr_tw,ctfmDep_tw,ctfmArr_tw
RYR909,EIEMP,EICK,EGSS,37500,41550,37920,41775,7.0,3.75,41.0,46.0,42.0,46.0
EWG1AK,DAIZT,EDDL,EPWA,64200,70309,64920,69716,12.0,-9.883333333333333,71.0,78.0,72.0,77.0
AUA34Z,OELXE,LOWW,EDDH,-15300,-9893,-14924,-10511,6.266666666666667,-10.3,-17.0,-11.0,-17.0,-12.0
THY9,TCJJT,LTBA,KLAX,-48000,-2300,-47280,-2913,12.0,-10.216666666666667,-54.0,-3.0,-53.0,-4.0
AZA78K,EIDTL,LICJ,LIRF,33300,37225,33540,36689,4.0,-8.933333333333334,37.0,41.0,37.0,40.0
AZA2TW,EIDSA,LIRF,LEBL,36600,41917,38100,43090,25.0,19.55,40.0,46.0,42.0,47.0
IAM3109,ITALY,LIRF,WIII,-22500,22203,-21000,22906,25.0,11.716666666666667,-25.0,24.0,-24.0,25.0
EZY79ZK,GEZFW,EGKK,EGPE,49200,54873,49500,54169,5.0,-11.733333333333333,54.0,60.0,55.0,60.0
SIA318,9VSWZ,WSSS,EGLL,17400,66574,19380,68032,33.0,24.3,19.0,73.0,21.0,75.0
ANE05ET,ECLJT,LEIB,LEAL,40200,42592,40320,41644,2.0,-15.8,44.0,47.0,44.0,46.0
EZY26LM,GEZAM,LIMC,EHAM,-15600,-9860,-15000,-10282,10.0,-7.033333333333333,-18.0,-11.0,-17.0,-12.0
AFR797,FGSQX,TFFR,LFPO,5400,34140,7323,35591,32.05,24.183333333333334,6.0,37.0,8.0,39.0
FDB49B,A6FEK,UGTB,OMDB,5400,15697,6060,15526,11.0,-2.85,6.0,17.0,6.0,17.0
CEL500,CSTQX,FGSL,LEMD,29700,49920,31534,50809,30.566666666666666,14.816666666666666,33.0,55.0,35.0,56.0
OHY223,TCODA,LTAI,LTBA,29100,33712,30300,33300,20.0,-6.866666666666666,32.0,37.0,33.0,37.0
KLM1766,PHEZH,EDDF,EHAM,39000,42765,39900,42731,15.0,-0.5666666666666667,43.0,47.0,44.0,47.0
KTK6101,VPBYD,URRP,OMDW,5400,18223,5592,17755,3.2,-7.8,6.0,20.0,6.0,19.0
TAY807,OEIFB,EBLG,ZHCC,9900,44957,10080,44880,3.0,-1.2833333333333334,11.0,49.0,11.0,49.0
BCS8464,DAEAL,EDDP,LEMD,8400,19007,10140,18825,29.0,-3.033333333333333,9.0,21.0,11.0,20.0
SRR6498,OYSRI,EDDK,LIME,11700,16939,12000,15919,5.0,-17.0,13.0,18.0,13.0,17.0
BAW722,GEUPH,EGLL,LSGG,50400,55902,51660,55809,21.0,-1.55,56.0,62.0,57.0,62.0
PGT871,TCCCJ,ORBI,LTFJ,2400,12693,3000,12693,10.0,0.0,2.0,14.0,3.0,14.0
CFE8755,GLCYI,EGLC,LFPO,-27000,-22536,-26160,-21467,14.0,17.816666666666666,-30.0,-26.0,-30.0,-24.0
AFL2113,VPBRH,LGAV,UUEE,80400,93095,81300,92701,15.0,-6.566666666666666,89.0,103.0,90.0,103.0
GLP907,,UUDD,UDYZ,81300,90150,81900,90150,10.0,0.0,90.0,100.0,91.0,100.0
TOM136,GTUIH,EGCC,VTSP,39600,80415,41580,81486,33.0,17.85,44.0,89.0,46.0,90.0
RYR3PW,EIDCP,EGSS,LIRN,23400,32681,24600,33132,20.0,7.516666666666667,26.0,36.0,27.0,36.0
EZY743V,GEZRA,LFPO,LFBO,-16800,-12543,-12180,-8407,77.0,68.93333333333334,-19.0,-14.0,-14.0,-10.0
DLH4TR,DAIDC,EDDL,EDDM,33900,37329,33960,36866,1.0,-7.716666666666667,37.0,41.0,37.0,40.0
EZY67UK,GEZFJ,LEMD,EGPH,56700,67025,58200,67472,25.0,7.45,63.0,74.0,64.0,74.0
CNF810,ECMKE,GCFV,GCLP,42600,44965,42540,44267,-1.0,-11.633333333333333,47.0,49.0,47.0,49.0
TAP1038,CSTTV,LPPT,LEBL,41100,47186,42120,47406,17.0,3.6666666666666665,45.0,52.0,46.0,52.0
KLM744,PHBVC,SPJC,EHAM,7500,49815,8100,49944,10.0,2.15,8.0,55.0,9.0,55.0
APF4086,SELIS,ESNU,ESNN,1200,3777,0,2065,-20.0,-28.533333333333335,1.0,4.0,0.0,2.0
APF025,SEKTD,ESSA,ESMS,600,5816,600,4827,0.0,-16.483333333333334,0.0,6.0,0.0,5.0
AEA1006,ECKCG,LFPG,LEVC,34020,42103,37620,43146,60.0,17.383333333333333,37.0,46.0,41.0,47.0
SAS52A,OYKAS,EDDH,EKCH,20100,22941,21120,23332,17.0,6.516666666666667,22.0,25.0,23.0,25.0
LEA136A,FHAXA,EDDB,LFPB,59400,64415,60600,65846,20.0,23.85,66.0,71.0,67.0,73.0
DEICG,,EDFZ,EDTY,45000,49093,43980,47589,-17.0,-25.066666666666666,50.0,54.0,48.0,52.0
KLM1007,PHBXB,EHAM,EGLL,27300,30856,28200,31527,15.0,11.183333333333334,30.0,34.0,31.0,35.0
BTI3F6,YLBBT,EETN,EYVI,63600,67649,63300,66902,-5.0,-12.45,70.0,75.0,70.0,74.0
SWR189,HBJMH,ZSPD,LSZH,6600,49262,7680,50210,18.0,15.8,7.0,54.0,8.0,55.0
