callsign,tail_number,dep,arr,ftfmDep,ftfmArr,ctfmDep,ctfmArr,delayDep,delayArr,ftfmDep_tw,ftfmArr_tw,ctfmDep_tw,ctfmArr_tw
RYR79WH,EIENC,EYKA,EGGD,45600,55783,45670,56042,1.1666666666666667,4.316666666666666,50.0,61.0,50.0,62.0
RYR287H,EIDYD,LEPA,EINN,47400,56992,47760,56195,6.0,-13.283333333333333,52.0,63.0,53.0,62.0
SAS4608,LNRRG,EGCC,ENGM,56100,63079,57660,63166,26.0,1.45,62.0,70.0,64.0,70.0
RYR91NH,EIFIG,LEGE,EGGP,31200,39215,32160,38838,16.0,-6.283333333333333,34.0,43.0,35.0,43.0
RYR7767,EIDHB,EVRA,EGPF,34500,44226,34920,44537,7.0,5.183333333333334,38.0,49.0,38.0,49.0
AUA779M,OELBU,LOWW,LWSK,29400,34715,29760,33790,6.0,-15.416666666666666,32.0,38.0,33.0,37.0
BTI7TX,YLBBX,LSZH,EVRA,59700,68685,61560,69398,31.0,11.883333333333333,66.0,76.0,68.0,77.0
KLM36T,PHBGI,EGNT,EHAM,31200,34960,30780,34477,-7.0,-8.05,34.0,38.0,34.0,38.0
N1912G,,LFLD,EDMA,41400,46634,40886,45701,-8.566666666666666,-15.55,46.0,51.0,45.0,50.0
TRA43Y,PHHSC,LEBL,EHAM,71100,78849,72720,79399,27.0,9.166666666666666,79.0,87.0,80.0,88.0
RYR38RE,EIFRE,LEBL,EGSS,60000,67754,61200,68055,20.0,5.016666666666667,66.0,75.0,68.0,75.0
KAL955,HL8212,RKSI,LTBA,16800,56460,20160,59400,56.0,49.0,18.0,62.0,22.0,66.0
FWI42L,FHHAV,LFPO,TFFR,45600,75513,46860,75786,21.0,4.55,50.0,83.0,52.0,84.0
BEL2581,EIFWC,EBBR,EDDT,26700,30871,27720,31089,17.0,3.6333333333333333,29.0,34.0,30.0,34.0
RYR19CR,EIENO,EBCI,GCLP,39000,54486,39660,54035,11.0,-7.516666666666667,43.0,60.0,44.0,60.0
EZY531R,GEZWJ,LFKF,LFPG,69900,75686,70560,75886,11.0,3.3333333333333335,77.0,84.0,78.0,84.0
GCRLA,,EDDE,EDFM,40500,45571,40980,45591,8.0,0.3333333333333333,45.0,50.0,45.0,50.0
ANE75UT,ECMNQ,LFBO,LEMD,26100,30179,27120,30842,17.0,11.05,29.0,33.0,30.0,34.0
RYR9874,EIGJB,LIBD,LMML,47700,52275,49320,52932,27.0,10.95,53.0,58.0,54.0,58.0
