callsign,tail_number,dep,arr,ftfmDep,ftfmArr,ctfmDep,ctfmArr,delayDep,delayArr,ftfmDep_tw,ftfmArr_tw,ctfmDep_tw,ctfmArr_tw
BCS917,LZCGT,UKBB,EDDP,72600,80659,72840,80045,4.0,-10.233333333333333,80.0,89.0,80.0,88.0
KLM23M,PHBXI,EHAM,LHBP,72300,79180,74400,80255,35.0,17.916666666666668,80.0,87.0,82.0,89.0
AFR191,FGSPP,VOBL,LFPG,73500,110718,74340,110958,14.0,4.0,81.0,123.0,82.0,123.0
GDOSC,,EGHH,EGHH,57000,64800,58560,63638,26.0,-19.366666666666667,63.0,72.0,65.0,70.0
BAW250,GZBKA,SCEL,EGLL,73800,120640,75380,121620,26.333333333333332,16.333333333333332,82.0,134.0,83.0,135.0
RAM442,CNCOF,GMMN,GMFO,24000,28763,24840,29003,14.0,4.0,26.0,31.0,27.0,32.0
SAS419,SEROD,ESSA,EKCH,24000,28147,25118,28511,18.633333333333333,6.066666666666666,26.0,31.0,27.0,31.0
ABR1RG,EISOP,LKPR,LFPG,75600,83587,76140,83473,9.0,-1.9,84.0,92.0,84.0,92.0
UAE144,A6EGL,LEMD,OMDB,74400,97785,75300,97238,15.0,-9.116666666666667,82.0,108.0,83.0,108.0
EWG789,DAGWY,LHBP,EDDK,70800,76919,71334,76747,8.9,-2.8666666666666667,78.0,85.0,79.0,85.0
WZZ336,HALXG,LBSF,EDDN,64500,71211,65340,71524,14.0,5.216666666666667,71.0,79.0,72.0,79.0
NAX4291,LNNII,ESSA,EFHK,71100,74271,71810,74197,11.833333333333334,-1.2333333333333334,79.0,82.0,79.0,82.0
BAW41HA,GEUUH,EHAM,EGLL,66900,70340,68604,71288,28.4,15.8,74.0,78.0,76.0,79.0
AFR35QL,FGKXO,LFBO,LFPG,69000,74053,69960,74291,16.0,3.966666666666667,76.0,82.0,77.0,82.0
PGT5TA,TCDCC,LTFJ,LTAU,71100,75052,72480,75532,23.0,8.0,79.0,83.0,80.0,83.0
LOT282,SPLVB,EGLL,EPWA,37500,45982,38880,46031,23.0,0.8166666666666667,41.0,51.0,43.0,51.0
FHLPM,FHLPM,LFLC,LEAM,22800,29375,23520,29395,12.0,0.3333333333333333,25.0,32.0,26.0,32.0
TAY351A,TFBBE,LJLJ,LFSB,70200,74507,71460,74889,21.0,6.366666666666666,78.0,82.0,79.0,83.0
WZZ5GH,HALYM,EGCN,EVRA,-9300,-780,-8280,-483,17.0,4.95,-11.0,-1.0,-10.0,-1.0
AFL2317,VPBTH,EDDB,UUEE,81600,89850,81360,89071,-4.0,-12.983333333333333,90.0,99.0,90.0,98.0
EWG7F,DAEWP,LEBL,EDDL,66600,74804,67860,74510,21.0,-4.9,74.0,83.0,75.0,82.0
CFSQY,CFSQY,CYYZ,LFPB,73800,99518,77040,102036,54.0,41.96666666666667,82.0,110.0,85.0,113.0
PGT1722,TCCPV,LTAC,UKKK,74700,81690,76260,82886,26.0,19.933333333333334,83.0,90.0,84.0,92.0
CSN312,B2008,CYYZ,ZGGG,-66600,-4812,-64920,-4719,28.0,1.55,-74.0,-6.0,-73.0,-6.0
BMR188D,GRJXH,LFPG,EGGD,74700,78767,74880,78306,3.0,-7.683333333333334,83.0,87.0,83.0,87.0
LOT268,YRBMN,EHAM,EPWA,67800,74669,68520,74063,12.0,-10.1,75.0,82.0,76.0,82.0
EZY34QY,GEZWG,LSZH,LPPT,69600,79563,71700,81509,35.0,32.43333333333333,77.0,88.0,79.0,90.0
AUA38W,S5AAL,LIPE,LOWW,24000,27647,24360,27818,6.0,2.85,26.0,30.0,27.0,30.0
APF9121,SEMFB,ESNU,ESNN,76500,79171,76200,78488,-5.0,-11.383333333333333,85.0,87.0,84.0,87.0
N990EA,N990EA,DNMM,EGSS,79200,103445,79800,103445,10.0,0.0,88.0,114.0,88.0,114.0
FDX5112,N917FD,LOWW,LFPG,77580,83772,77413,83135,-2.783333333333333,-10.616666666666667,86.0,93.0,86.0,92.0
NAX1YE,LNDYP,ENVA,ENGM,19800,23326,20460,23273,11.0,-0.8833333333333333,22.0,25.0,22.0,25.0
IBK6RP,EIFHM,EGKK,EKCH,49800,55103,51300,56250,25.0,19.116666666666667,55.0,61.0,57.0,62.0
PAV4985,DANSK,EKCH,LPPR,27600,40161,28920,40693,22.0,8.866666666666667,30.0,44.0,32.0,45.0
WZZ17AB,HALYR,EGGW,LZKZ,-7200,1787,-6240,1201,16.0,-9.766666666666667,-8.0,1.0,-7.0,1.0
BEE9CL,GFLBB,EGBB,EGPF,-11100,-6901,-10980,-7789,2.0,-14.8,-13.0,-8.0,-13.0,-9.0
WIF08T,LNWIG,ENBO,ENLK,35700,37732,36180,37430,8.0,-5.033333333333333,39.0,41.0,40.0,41.0
BAW247,GSTBA,EGLL,SBGR,75900,117211,77280,117256,23.0,0.75,84.0,130.0,85.0,130.0
PVG754P,ECISY,LECO,LEMD,73800,76757,74340,77734,9.0,16.283333333333335,82.0,85.0,82.0,86.0
WIF76V,LNWIM,ENRA,ENVA,73800,78431,74880,78525,18.0,1.5666666666666667,82.0,87.0,83.0,87.0
EZY18HB,GEZGD,LFSB,EGCC,70500,76106,70800,76196,5.0,1.5,78.0,84.0,78.0,84.0
RYR6YQ,EIDAC,LIME,EDDB,-12900,-7427,-12540,-7626,6.0,-3.316666666666667,-15.0,-9.0,-14.0,-9.0
LOT65K,ESACE,EETN,EDDM,18000,26599,18780,26468,13.0,-2.183333333333333,20.0,29.0,20.0,29.0
SRR6373,OYSRI,LFLL,EDDK,75900,80081,76020,79425,2.0,-10.933333333333334,84.0,88.0,84.0,88.0
BEE2NB,GFBJF,EGHI,EGCC,-11100,-8790,-10800,-8363,5.0,7.116666666666666,-13.0,-10.0,-12.0,-10.0
AAL48,N758AN,KDFW,LFPG,82500,114062,83580,114542,18.0,8.0,91.0,126.0,92.0,127.0
TAP564V,CSTNX,LPPT,EDDH,-20400,-9033,-19560,-9381,14.0,-5.8,-23.0,-11.0,-22.0,-11.0
IBE6827,ECMAA,LEMD,SBGR,81900,119981,82740,119545,14.0,-7.266666666666667,91.0,133.0,91.0,132.0
ABR5TR,EISLP,EDDS,LFPG,-8100,-2616,-8340,-3222,-4.0,-10.1,-9.0,-3.0,-10.0,-4.0
CFE83A,GLCYY,EGLC,EGPH,-11100,-7358,-11280,-8235,-3.0,-14.616666666666667,-13.0,-9.0,-13.0,-10.0
IBK102,EIFVP,EFHK,EFOU,18000,21806,18300,21542,5.0,-4.4,20.0,24.0,20.0,23.0
TAP289,CSTOB,LPPT,FNLU,84300,110404,85620,111055,22.0,10.85,93.0,122.0,95.0,123.0
RYR4NH,EIDCH,EGSS,LEMD,73800,82380,74220,81685,7.0,-11.583333333333334,82.0,91.0,82.0,90.0
GMI1749,DASTT,BKPR,EDDM,72000,79205,73080,78688,18.0,-8.616666666666667,80.0,88.0,81.0,87.0
BEE8CK,GJEDT,EGNX,EGPH,-10500,-6849,-10380,-7588,2.0,-12.316666666666666,-12.0,-8.0,-12.0,-9.0
CFG9YM,GTCAE,GCLP,EDDV,55200,70676,56100,71242,15.0,9.433333333333334,61.0,78.0,62.0,79.0
THY3XY,TCJSV,LTBA,EDDV,44100,54719,46500,56098,40.0,22.983333333333334,49.0,60.0,51.0,62.0
HBLUJ,,LSZG,LSGC,34200,36940,34500,36892,5.0,-0.8,38.0,41.0,38.0,40.0
HBDFA,HBDFA,LSZG,LSZB,44400,46960,46740,48796,39.0,30.6,49.0,52.0,51.0,54.0
AFR351,FHRBA,CYYZ,LFPG,84900,110014,85440,109354,9.0,-11.0,94.0,122.0,94.0,121.0
RYR1JJ,EIEKT,EGSS,EDDW,67800,72195,69000,72388,20.0,3.216666666666667,75.0,80.0,76.0,80.0
DLH3WL,DACKG,EDDM,EDLP,-11700,-8504,-11040,-8259,11.0,4.083333333333333,-13.0,-10.0,-13.0,-10.0
SCW5B,SEDSR,ESGG,ESSB,21600,24965,22020,24861,7.0,-1.7333333333333334,24.0,27.0,24.0,27.0
RYR7ZK,EIFEE,EGSS,EPWR,73800,81045,74160,79736,6.0,-21.816666666666666,82.0,90.0,82.0,88.0
FDX5030,N862FD,ZGGG,EDDK,75900,119194,77400,120094,25.0,15.0,84.0,132.0,86.0,133.0
EZY89HM,GEZAA,EGPH,EGSS,71100,75388,73080,76679,33.0,21.516666666666666,79.0,83.0,81.0,85.0
AZE31L,DCAAL,EGBB,EDRZ,67800,75209,68580,74935,13.0,-4.566666666666666,75.0,83.0,76.0,83.0
TAY025P,OOTNN,EGSS,EDDV,71100,76345,72600,75966,25.0,-6.316666666666666,79.0,84.0,80.0,84.0
SIA306,9VSWW,WSSS,EGLL,-24600,23918,-23760,24515,14.0,9.95,-28.0,26.0,-27.0,27.0
RYR33KP,EIEVS,EIDW,LFOB,70800,75658,71160,75192,6.0,-7.766666666666667,78.0,84.0,79.0,83.0
LOT459,SPLNA,EPWA,EKCH,78000,82883,78360,82221,6.0,-11.033333333333333,86.0,92.0,87.0,91.0
