callsign,tail_number,dep,arr,ftfmDep,ftfmArr,ctfmDep,ctfmArr,delayDep,delayArr,ftfmDep_tw,ftfmArr_tw,ctfmDep_tw,ctfmArr_tw
SWT182,ECMCI,LEMD,GCLP,8100,18742,9300,19288,20.0,9.1,9.0,20.0,10.0,21.0
CVK7023,URCJN,DAUG,OJAM,28800,52095,29760,52894,16.0,13.316666666666666,32.0,57.0,33.0,58.0
BMS8GM,YRBAZ,LROP,EIDW,15300,28674,16500,29006,20.0,5.533333333333333,17.0,31.0,18.0,32.0
SDM6634,VQBAU,LFMN,ULLI,37200,49487,39840,50944,44.0,24.283333333333335,41.0,54.0,44.0,56.0
EIN16Y,EIDVH,EIDW,EGLL,45600,50046,46560,50467,16.0,7.016666666666667,50.0,55.0,51.0,56.0
VOE25CJ,ECMUT,LFBO,LFKF,14400,18671,15180,19230,13.0,9.316666666666666,16.0,20.0,16.0,21.0
SAS7497,SERJX,ENZV,LDSP,14400,24765,15447,24715,17.45,-0.8333333333333334,16.0,27.0,17.0,27.0
RYR99NG,EIDCM,EDFH,EIDW,48900,55299,50220,56225,22.0,15.433333333333334,54.0,61.0,55.0,62.0
SVR887,,ULLI,LLBG,43800,61261,44145,60441,5.75,-13.666666666666666,48.0,68.0,49.0,67.0
THY8PY,TCJPF,LTFJ,EDDT,23100,32812,24060,33006,16.0,3.2333333333333334,25.0,36.0,26.0,36.0
KAL901,HL7611,RKSI,LFPG,15600,56349,18780,59167,53.0,46.96666666666667,17.0,62.0,20.0,65.0
RYR44JB,EIFRI,LIRF,LICC,40200,45130,42720,45529,42.0,6.65,44.0,50.0,47.0,50.0
FIN5ND,OHATM,EFKI,EFHK,9000,12949,8640,12216,-6.0,-12.216666666666667,10.0,14.0,9.0,13.0
VLG6138,ECMFK,LIRF,LICC,65100,69337,65820,68945,12.0,-6.533333333333333,72.0,77.0,73.0,76.0
AEA1AQ,ECLST,LEPA,LEIB,42900,46135,44340,46135,24.0,0.0,47.0,51.0,49.0,51.0
BEE496G,GECOP,LFBH,EGHI,70800,74953,70860,76206,1.0,20.883333333333333,78.0,83.0,78.0,84.0
TOM8DK,GFDZB,LEIB,EGBB,1200,9141,1380,8615,3.0,-8.766666666666667,1.0,10.0,1.0,9.0
ASL42J,YUAPI,EGLL,LYBE,45000,54227,48840,56966,64.0,45.65,50.0,60.0,54.0,63.0
RYR55BJ,EIDHB,LFSB,EIDW,29400,36571,31320,37802,32.0,20.516666666666666,32.0,40.0,34.0,42.0
VLG3173,ECMVN,GCTS,LFRS,46200,57678,47460,58397,21.0,11.983333333333333,51.0,64.0,52.0,64.0
DLH2567,DAIZE,ULLI,EDDM,9900,18977,10800,19338,15.0,6.016666666666667,11.0,21.0,12.0,21.0
WGT1A,DAGBA,EDDM,EDVE,45000,48519,45480,48263,8.0,-4.266666666666667,50.0,53.0,50.0,53.0
BPA2425,EIGAW,LGSK,LIRF,25200,31719,26100,31848,15.0,2.15,28.0,35.0,29.0,35.0
PRW366,YLPSC,LEPA,ESGG,39600,51126,45780,56072,103.0,82.43333333333334,44.0,56.0,50.0,62.0
