callsign,tail_number,dep,arr,ftfmDep,ftfmArr,ctfmDep,ctfmArr,delayDep,delayArr,ftfmDep_tw,ftfmArr_tw,ctfmDep_tw,ctfmArr_tw
EWG6LH,DAIZT,EDDL,EDDC,47700,51607,49800,52610,35.0,16.716666666666665,53.0,57.0,55.0,58.0
SVA143,HZAK41,OERK,LFPG,80400,102315,81000,102315,10.0,0.0,89.0,113.0,90.0,113.0
EZY567F,DAWUE,EDDT,EDDF,24600,28340,24480,27811,-2.0,-8.816666666666666,27.0,31.0,27.0,30.0
TOM8WD,GOOBD,GCLP,EGGW,42300,56385,42540,56222,4.0,-2.716666666666667,47.0,62.0,47.0,62.0
BAW5DL,GEUOF,EDDL,EGLL,67500,71335,67800,71767,5.0,7.2,75.0,79.0,75.0,79.0
TAP1677,CSTNS,LPPT,LPMA,70200,75868,70740,75954,9.0,1.4333333333333333,78.0,84.0,78.0,84.0
JAR08,OEGAL,LEPA,LOWS,46800,56979,49620,56891,47.0,-1.4666666666666666,52.0,63.0,55.0,63.0
THY6UC,TCJFT,LTAC,LTFE,61200,65216,62460,66180,21.0,16.066666666666666,68.0,72.0,69.0,73.0
AFR77MM,FHBND,LFPO,LFMN,64500,69352,65580,69858,18.0,8.433333333333334,71.0,77.0,72.0,77.0
NJE561C,CSPHC,LIML,LGKL,21600,29854,22440,29493,14.0,-6.016666666666667,24.0,33.0,24.0,32.0
BAW74,GCIVW,DNMM,EGLL,-7500,14195,-6899,14619,10.016666666666667,7.066666666666666,-9.0,15.0,-8.0,16.0
BAW814,GEUPY,EGLL,EKCH,32100,38116,33360,38484,21.0,6.133333333333334,35.0,42.0,37.0,42.0
AEA73HT,ECMSM,GCLP,GCXO,36600,38656,36939,38067,5.65,-9.816666666666666,40.0,42.0,41.0,42.0
LOT31F,SPLNB,LIPZ,EPWA,37800,44478,39780,45827,33.0,22.483333333333334,42.0,49.0,44.0,50.0
WLM47AZ,OOVLQ,EBAW,LSZH,57600,63143,60120,65173,42.0,33.833333333333336,64.0,70.0,66.0,72.0
BTI6C3,YLBBX,EVRA,EBBR,49500,57580,49980,57839,8.0,4.316666666666666,55.0,63.0,55.0,64.0
RYR37AB,EIFOZ,EDLV,LBBG,24900,35101,24846,34336,-0.9,-12.75,27.0,39.0,27.0,38.0
NAX84G,LNNHD,ESGG,ESSA,61500,64773,63420,66004,32.0,20.516666666666666,68.0,71.0,70.0,73.0
RYR40HJ,EIGDK,EPMO,EDDK,70200,75886,72180,77110,33.0,20.4,78.0,84.0,80.0,85.0
EWG9LP,OEIEU,LEPA,EDDM,47100,54601,49260,55584,36.0,16.383333333333333,52.0,60.0,54.0,61.0
N709EL,N709EL,LIRI,EGTK,42300,51812,43260,52670,16.0,14.3,47.0,57.0,48.0,58.0
TOM193,GTUIF,MMUN,EGCC,77400,108974,78000,108974,10.0,0.0,86.0,121.0,86.0,121.0
EZY47MG,OEIJL,LEMG,EGGD,81000,89888,81540,89629,9.0,-4.316666666666666,90.0,99.0,90.0,99.0
RYR654H,EIGDP,LGMK,LGAV,19200,21156,20220,21602,17.0,7.433333333333334,21.0,23.0,22.0,24.0
AFR1267,FGUGL,LIRQ,LFPG,16500,21798,16560,21384,1.0,-6.9,18.0,24.0,18.0,23.0
CSA719,OKNEO,LIMC,LKPR,26400,30970,27600,31562,20.0,9.866666666666667,29.0,34.0,30.0,35.0
PGT6790,TCCPO,LTBS,UUDD,68700,80017,69180,79703,8.0,-5.233333333333333,76.0,88.0,76.0,88.0
WZZ6NH,HALWK,EPGD,ENHD,46200,52046,46800,52279,10.0,3.8833333333333333,51.0,57.0,52.0,58.0
EICGH,,EIAB,EGNS,55800,59498,56273,59269,7.883333333333334,-3.816666666666667,62.0,66.0,62.0,65.0
RBG661,SUAAD,LIPX,LIMZ,47100,49645,48180,50431,18.0,13.1,52.0,55.0,53.0,56.0
AFR7477,,LFRQ,LFPO,59400,62868,61080,64827,28.0,32.65,66.0,69.0,67.0,72.0
AFL2606,VPBMM,UUEE,LPPT,59400,78450,60300,79478,15.0,17.133333333333333,66.0,87.0,67.0,88.0
TOM4CY,GFDZU,EGCC,LGTS,21600,33880,22800,33877,20.0,-0.05,24.0,37.0,25.0,37.0
