callsign,tail_number,dep,arr,ftfmDep,ftfmArr,ctfmDep,ctfmArr,delayDep,delayArr,ftfmDep_tw,ftfmArr_tw,ctfmDep_tw,ctfmArr_tw
THY1QW,TCJPS,LTAC,LTFJ,23400,26234,23940,26340,9.0,1.7666666666666666,26.0,29.0,26.0,29.0
SVA2211,TCOCF,DABC,OEMA,39600,54148,40020,54474,7.0,5.433333333333334,44.0,60.0,44.0,60.0
RYR33HT,EIEVP,EGGP,LIBD,49800,60655,55800,65837,100.0,86.36666666666666,55.0,67.0,62.0,73.0
CCA966,B2033,EDDF,ZBAA,42900,74498,45540,75953,44.0,24.25,47.0,82.0,50.0,84.0
AFR842,FGZNF,LFPO,TFFF,42300,72029,43260,71947,16.0,-1.3666666666666667,47.0,80.0,48.0,79.0
EC406,EC406,LEZL,LEZL,45000,56100,45420,56439,7.0,5.65,50.0,62.0,50.0,62.0
ADR6K,YRFKB,LJLJ,EDDF,18300,23219,19020,23471,12.0,4.2,20.0,25.0,21.0,26.0
DAL132,N816NW,KDTW,EHAM,-13200,12838,-12480,12399,12.0,-7.316666666666666,-15.0,14.0,-14.0,13.0
AAL279,N175AN,EGPH,KJFK,33000,58807,33240,58418,4.0,-6.483333333333333,36.0,65.0,36.0,64.0
NJE211W,CSDXO,LFTH,EBBR,33600,39668,36900,42314,55.0,44.1,37.0,44.0,41.0,47.0
BAW435,GEUYJ,EHAM,EGLL,46500,50046,47820,50693,22.0,10.783333333333333,51.0,55.0,53.0,56.0
FDX9,N624FE,LFPG,KIND,77400,107163,80880,109509,58.0,39.1,86.0,119.0,89.0,121.0
PLF110,0110,EPWA,EKCH,61200,66619,61860,66113,11.0,-8.433333333333334,68.0,74.0,68.0,73.0
AAL151,N817AN,LFPG,KORD,36600,66527,37500,66325,15.0,-3.3666666666666667,40.0,73.0,41.0,73.0
AFR718,FGZNI,LFPG,GOBD,52500,74355,54960,74166,41.0,-3.15,58.0,82.0,61.0,82.0
NAX4MB,LNNHC,EGPH,ESSA,34200,41980,34860,41797,11.0,-3.05,38.0,46.0,38.0,46.0
GCW122,OYNDP,EKBI,EKCH,38700,40769,39060,40803,6.0,0.5666666666666667,43.0,45.0,43.0,45.0
DLH3CM,DAIZX,EDDF,LMML,66000,76134,68340,76414,39.0,4.666666666666667,73.0,84.0,75.0,84.0
CFG4787,INEOT,LIPX,EDDL,9000,14885,9720,14492,12.0,-6.55,10.0,16.0,10.0,16.0
AZA151,EIRNC,EBBR,LIML,26700,31898,33180,37613,108.0,95.25,29.0,35.0,36.0,41.0
AFR1044,FGRXA,LFPG,UUEE,27000,39973,28380,39240,23.0,-12.216666666666667,30.0,44.0,31.0,43.0
AFL2122,VQBHD,UUEE,LGIR,41400,56059,42180,56297,13.0,3.966666666666667,46.0,62.0,46.0,62.0
HVK1213,,LTAP,LTAU,41400,45375,41340,43209,-1.0,-36.1,46.0,50.0,45.0,48.0
VLG21RW,ECMMH,LEMG,LEBL,45000,49946,46320,50680,22.0,12.233333333333333,50.0,55.0,51.0,56.0
RYR980L,EIGDW,LPFR,EGPD,25200,37382,28560,40316,56.0,48.9,28.0,41.0,31.0,44.0
CPA675,BLRP,VHHH,LLBG,61200,101220,62640,102059,24.0,13.983333333333333,68.0,112.0,69.0,113.0
NAX3LB,EIFJP,LSGG,ENGM,73800,81663,75360,82854,26.0,19.85,82.0,90.0,83.0,92.0
FHARI,,LFPM,LFPN,48000,49150,47659,49124,-5.683333333333334,-0.43333333333333335,53.0,54.0,52.0,54.0
HVK1211,,LTBI,LTAD,28800,31011,28140,30051,-11.0,-16.0,32.0,34.0,31.0,33.0
BEL6EP,OOSNI,EBBR,LEMG,43800,53246,45300,53744,25.0,8.3,48.0,59.0,50.0,59.0
WIF968,LNILS,ENAT,ENVD,50700,53690,51000,53101,5.0,-9.816666666666666,56.0,59.0,56.0,59.0
RAM720P,CNRGO,GMMN,LFLL,43800,52636,48780,57011,83.0,72.91666666666667,48.0,58.0,54.0,63.0
LTR525,LNLTL,ENTC,ENAT,58500,60650,56700,58164,-30.0,-41.43333333333333,65.0,67.0,63.0,64.0
VIR34W,GVWND,TAPA,EGKK,84000,113189,84600,113189,10.0,0.0,93.0,125.0,94.0,125.0
AFL2322,VQBIR,UUEE,EDDM,23700,33829,24420,34139,12.0,5.166666666666667,26.0,37.0,27.0,37.0
EIN3AR,EIDVI,EDDM,EIDW,66300,73964,67800,74427,25.0,7.716666666666667,73.0,82.0,75.0,82.0
THY2HD,TCJYH,LTBA,LTBJ,25200,28895,25440,28080,4.0,-13.583333333333334,28.0,32.0,28.0,31.0
THY4BQ,TCJPG,LTFJ,LTAC,25200,28531,25440,27600,4.0,-15.516666666666667,28.0,31.0,28.0,30.0
RYR68XB,EIDYF,EGSS,EICK,59040,63596,59760,63247,12.0,-5.816666666666666,65.0,70.0,66.0,70.0
RYR62TB,EIDHD,LIPE,LIBD,64500,68507,65280,68703,13.0,3.2666666666666666,71.0,76.0,72.0,76.0
HYP001,9HAMF,LFMN,OMDW,41400,61738,42840,62673,24.0,15.583333333333334,46.0,68.0,47.0,69.0
AZA593,EIDTB,UKKK,LIRF,8400,18171,8100,16721,-5.0,-24.166666666666668,9.0,20.0,9.0,18.0
FBU700,FHREU,LFPO,FMEE,64500,103841,65400,103941,15.0,1.6666666666666667,71.0,115.0,72.0,115.0
IBS3664,ECLEA,LEMD,EDDS,23700,31843,25200,32155,25.0,5.2,26.0,35.0,28.0,35.0
KLM22E,PHEXM,ELLX,EHAM,30300,33355,30600,33111,5.0,-4.066666666666666,33.0,37.0,34.0,36.0
THY7AR,TCJPJ,LTBJ,LTFJ,24000,27922,24360,27060,6.0,-14.366666666666667,26.0,31.0,27.0,30.0
AUA171Q,OELBR,LOWW,EDDH,55800,61068,58980,63273,53.0,36.75,62.0,67.0,65.0,70.0
VOE4135,EIEXA,LGSR,LGAV,68400,70525,68580,70390,3.0,-2.25,76.0,78.0,76.0,78.0
DLH8WC,DAIPM,EDDF,EDDL,39900,45973,44520,46729,77.0,12.6,44.0,51.0,49.0,51.0
RYR1624,EIEVV,EGNX,EPLL,58800,66715,60420,67643,27.0,15.466666666666667,65.0,74.0,67.0,75.0
JZR266,9KCAK,OKBK,OLBA,55800,67060,56408,66840,10.133333333333333,-3.6666666666666665,62.0,74.0,62.0,74.0
N40197,,CYYT,LPAZ,29940,54321,32746,56340,46.766666666666666,33.65,33.0,60.0,36.0,62.0
RYR74LH,EIEKA,EGCC,LIPE,35400,43751,37680,44842,38.0,18.183333333333334,39.0,48.0,41.0,49.0
RYR29PP,EIFRH,EBBR,LEAL,39600,48412,44100,51394,75.0,49.7,44.0,53.0,49.0,57.0
RYR342X,EIDHV,LIME,EKBI,36300,43240,36960,43429,11.0,3.15,40.0,48.0,41.0,48.0
BMR861K,GRJXH,EDDS,ETNL,57300,61818,57780,61401,8.0,-6.95,63.0,68.0,64.0,68.0
AAL47,N806AA,EGLL,KORD,27600,57803,29940,57571,39.0,-3.8666666666666667,30.0,64.0,33.0,63.0
SWR60W,HBJLP,LSZH,LFPG,53700,57827,54420,57643,12.0,-3.066666666666667,59.0,64.0,60.0,64.0
DLH9E,DAIPA,EDDH,EDDM,32700,37158,33840,37388,19.0,3.8333333333333335,36.0,41.0,37.0,41.0
AEA1082,ECKYO,LIPZ,LEMD,31200,42706,35220,42721,67.0,0.25,34.0,47.0,39.0,47.0
SCW15,SERJI,ESGG,ESSB,30000,33570,31320,33950,22.0,6.333333333333333,33.0,37.0,34.0,37.0
THY6PK,TCJPD,LTFJ,EHAM,21000,33138,21960,33276,16.0,2.3,23.0,36.0,24.0,36.0
EXS121,GJZBH,EGPF,LERS,27300,36499,32040,40198,79.0,61.65,30.0,40.0,35.0,44.0
DTR85M,OYRUR,EKKA,EKCH,58800,61287,58620,61158,-3.0,-2.15,65.0,68.0,65.0,67.0
IBK8FI,EIFVI,EKCH,LFPO,61500,67561,63480,68893,33.0,22.2,68.0,75.0,70.0,76.0
EZY97YD,GEZAG,EGGW,LIRF,62100,71707,65640,73636,59.0,32.15,69.0,79.0,72.0,81.0
QTR202,A7AHF,LHBP,OTHH,27600,45954,27660,45286,1.0,-11.133333333333333,30.0,51.0,30.0,50.0
SAS849,LNRRK,ESSA,ENGM,32700,35995,33720,36069,17.0,1.2333333333333334,36.0,39.0,37.0,40.0
RSC304,ECMPI,GCLA,GCLP,27600,30311,27660,29982,1.0,-5.483333333333333,30.0,33.0,30.0,33.0
