callsign,tail_number,dep,arr,ftfmDep,ftfmArr,ctfmDep,ctfmArr,delayDep,delayArr,ftfmDep_tw,ftfmArr_tw,ctfmDep_tw,ctfmArr_tw
LOT8125,ESATA,EETN,ESSA,54000,59081,54720,58184,12.0,-14.95,60.0,65.0,60.0,64.0
TRA89M,PHHSW,LEVC,EHAM,51600,59164,54720,62405,52.0,54.016666666666666,57.0,65.0,60.0,69.0
WIF34A,LNWIN,ENSH,ENAN,48600,50665,49020,50380,7.0,-4.75,54.0,56.0,54.0,55.0
IBK1601,EIFYB,KSWF,EGPH,5100,27868,7380,29330,38.0,24.366666666666667,5.0,30.0,8.0,32.0
AZA1430,EIIMB,LIMF,LIRF,62100,66014,62700,66333,10.0,5.316666666666666,69.0,73.0,69.0,73.0
THY6UC,TCJFT,LTAC,LTFE,60600,64656,63480,66960,48.0,38.4,67.0,71.0,70.0,74.0
THY8RS,TCSBE,LTAC,LTFJ,60600,63431,61740,64320,19.0,14.816666666666666,67.0,70.0,68.0,71.0
ISR449,4XATH,LLSD,LLET,54000,58134,54263,57780,4.383333333333334,-5.9,60.0,64.0,60.0,64.0
WZZ5DN,HALWX,LATI,EGGW,34800,44510,37140,46743,39.0,37.21666666666667,38.0,49.0,41.0,51.0
WAY62J,FGYYJ,LFBT,LFBA,31200,34966,32914,35672,28.566666666666666,11.766666666666667,34.0,38.0,36.0,39.0
GMA357,GSASC,EGPB,EGPD,61500,64677,61920,64826,7.0,2.4833333333333334,68.0,71.0,68.0,72.0
AZA7UV,EIIXJ,LIBD,LIRF,62400,65839,63360,66415,16.0,9.6,69.0,73.0,70.0,73.0
BMR85FP,GRJXA,EGSS,EGAE,66300,70697,68820,72364,42.0,27.783333333333335,73.0,78.0,76.0,80.0
EXS82FT,GJZBF,EGBB,LERS,57000,64633,58800,65588,30.0,15.916666666666666,63.0,71.0,65.0,72.0
AUR504,GOAUR,EGHI,EGJA,33300,35471,32760,35460,-9.0,-0.18333333333333332,37.0,39.0,36.0,39.0
OAL272,SXOBA,LGAV,LGHI,29400,31912,29760,31512,6.0,-6.666666666666667,32.0,35.0,33.0,35.0
EWG1ZB,DABNN,EDDT,EGLL,55500,61528,55980,61924,8.0,6.6,61.0,68.0,62.0,68.0
OOEXE,,LFMV,DTTG,28800,40497,30360,40339,26.0,-2.6333333333333333,32.0,44.0,33.0,44.0
SAS1016,LNRRP,ESSA,ESNS,45000,49292,45300,48617,5.0,-11.25,50.0,54.0,50.0,54.0
ANE8260,ECLSQ,LEMG,GEML,18300,20831,18960,21367,11.0,8.933333333333334,20.0,23.0,21.0,23.0
DLH3MM,DACNO,EDDM,EBBR,56700,60987,57360,60731,11.0,-4.266666666666667,63.0,67.0,63.0,67.0
DAL228,N154DL,KCVG,LFPG,78180,107133,78660,107013,8.0,-2.0,86.0,119.0,87.0,118.0
AWC2D,GPOWP,EGAA,EGSS,6000,9874,6180,9489,3.0,-6.416666666666667,6.0,10.0,6.0,10.0
2CREW,2CREW,EGJB,EGJJ,31500,32555,31620,32375,2.0,-3.0,35.0,36.0,35.0,35.0
THY7501,TCJFC,LTBJ,LTFJ,25800,29499,27300,30060,25.0,9.35,28.0,32.0,30.0,33.0
SXS5860,TCSUU,LTFJ,EDDV,40800,51432,40980,50725,3.0,-11.783333333333333,45.0,57.0,45.0,56.0
EWG4XB,DAKNP,EDDW,EDDS,23580,27076,24360,27080,13.0,0.06666666666666667,26.0,30.0,27.0,30.0
RED790,ZSPLJ,DTTA,HLLB,25200,33304,24420,32190,-13.0,-18.566666666666666,28.0,37.0,27.0,35.0
NAX1075,LNNGV,EVRA,ENGM,73200,78226,73500,77551,5.0,-11.25,81.0,86.0,81.0,86.0
SWR1327,HBIJP,UUDD,LSZH,52800,64439,55310,66055,41.833333333333336,26.933333333333334,58.0,71.0,61.0,73.0
BCS7751,LZCGR,LGTS,LIME,60300,68213,60335,67360,0.5833333333333334,-14.216666666666667,67.0,75.0,67.0,74.0
FBU712,FHREV,LFPO,KSFO,-26400,11518,-24960,12051,24.0,8.883333333333333,-30.0,12.0,-28.0,13.0
UAL69,N13138,ESSA,KEWR,25500,54957,26880,55218,23.0,4.35,28.0,61.0,29.0,61.0
EIN5AT,EIDEN,EIDW,LFLL,43800,51155,45239,51389,23.983333333333334,3.9,48.0,56.0,50.0,57.0
ELY316,4XECB,EGLL,LLBG,51900,68734,54780,71176,48.0,40.7,57.0,76.0,60.0,79.0
UPS232,N352UP,EGNX,KPHL,9300,34441,9840,34510,9.0,1.15,10.0,38.0,10.0,38.0
JSY245C,9AJSC,UKKK,LYBE,26100,32646,26520,32655,7.0,0.15,29.0,36.0,29.0,36.0
UAE21,A6EQI,OMDB,EGCC,-3600,22027,-2400,22380,20.0,5.883333333333334,-4.0,24.0,-3.0,24.0
THY8RJ,TCJFD,LTFH,LTAC,25200,27685,25500,27540,5.0,-2.4166666666666665,28.0,30.0,28.0,30.0
EZY98TV,GEZEG,EGPH,LFPG,44700,50873,45060,50496,6.0,-6.283333333333333,49.0,56.0,50.0,56.0
THY6549,TCJDO,VCBI,LTBA,-25800,4622,-26520,2520,-12.0,-35.03333333333333,-29.0,5.0,-30.0,2.0
KLM927,PHBGG,EHAM,EGPE,36000,42036,37320,41637,22.0,-6.65,40.0,46.0,41.0,46.0
JAI117,VTJEK,EGLL,VABB,-13200,18170,-11880,18173,22.0,0.05,-15.0,20.0,-14.0,20.0
MDF400P,,LGTS,LYBE,36000,41591,35435,40567,-9.416666666666666,-17.066666666666666,40.0,46.0,39.0,45.0
RYR94JF,EIFOZ,EBCI,LIBD,18600,26201,19140,25871,9.0,-5.5,20.0,29.0,21.0,28.0
DTR553,OYRUF,ENSO,ENGM,63600,66607,63353,66302,-4.116666666666666,-5.083333333333333,70.0,74.0,70.0,73.0
THY351,TCJYL,UAAA,LTBA,2700,22498,3300,23220,10.0,12.033333333333333,3.0,24.0,3.0,25.0
ELB809,EK32002,UUEE,LGAV,6000,18176,6720,18505,12.0,5.483333333333333,6.0,20.0,7.0,20.0
AFR48YH,FGUGR,LFPG,LIRQ,27600,33556,28200,32996,10.0,-9.333333333333334,30.0,37.0,31.0,36.0
RYR890A,EIEVJ,EGGD,LMML,33600,44677,34560,45072,16.0,6.583333333333333,37.0,49.0,38.0,50.0
TOM465,GBYAY,LTAI,EGKK,-3600,11423,-2520,11417,18.0,-0.1,-4.0,12.0,-3.0,12.0
TCX69U,GTCDG,EGCC,LGZA,20400,33134,22140,33646,29.0,8.533333333333333,22.0,36.0,24.0,37.0
FDX5204,N917FD,EGBB,EGCC,13440,15033,14400,15432,16.0,6.65,14.0,16.0,16.0,17.0
P4SUN,P4SUN,ULLI,LSGG,39600,50182,40613,50729,16.883333333333333,9.116666666666667,44.0,55.0,45.0,56.0
SAS4147,LNRGK,ENAL,ENBR,34200,36847,34327,36102,2.1166666666666667,-12.416666666666666,38.0,40.0,38.0,40.0
RYR75JU,EIDPK,LIRN,LIME,71700,75919,73080,76793,23.0,14.566666666666666,79.0,84.0,81.0,85.0
AZA1551,EIDTE,LIEE,LIML,35100,39645,36060,39732,16.0,1.45,39.0,44.0,40.0,44.0
RYR1579,EIFOL,LYPG,EDDB,28500,35833,29700,35928,20.0,1.5833333333333333,31.0,39.0,33.0,39.0
TOM34E,CFWGH,LEPA,EGNM,33600,42243,35460,43473,31.0,20.5,37.0,46.0,39.0,48.0
BEE6LH,GECOK,EGCC,EGPD,40800,45589,42060,45504,21.0,-1.4166666666666667,45.0,50.0,46.0,50.0
GMALS,,LFHS,LFRK,40500,48946,41177,48578,11.283333333333333,-6.133333333333334,45.0,54.0,45.0,53.0
DCEUS,,LEPA,EDDS,44100,51112,44700,50597,10.0,-8.583333333333334,49.0,56.0,49.0,56.0
IBE3149,ECIGK,LKPR,LEMD,49200,59331,49980,59219,13.0,-1.8666666666666667,54.0,65.0,55.0,65.0
AFR463,FGZNG,FIMP,LFPG,-28800,11725,-27480,13100,22.0,22.916666666666668,-32.0,13.0,-31.0,14.0
DEASE,DEASE,EDAZ,EDHK,28800,34004,28500,32804,-5.0,-20.0,32.0,37.0,31.0,36.0
TAP354,CSTPU,LPPR,EGLC,39900,48315,40620,47812,12.0,-8.383333333333333,44.0,53.0,45.0,53.0
KLM87L,PHEXX,EHAM,ENAL,67800,74317,69060,74462,21.0,2.4166666666666665,75.0,82.0,76.0,82.0
UPS294,N429UP,LKPR,LHBP,12960,19062,15660,18565,45.0,-8.283333333333333,14.0,21.0,17.0,20.0
EWG1UP,DAIZR,EDDL,EGBB,61800,66981,64140,67849,39.0,14.466666666666667,68.0,74.0,71.0,75.0
BEE416F,GJECK,EGCC,LFRS,36900,43438,37020,42408,2.0,-17.166666666666668,41.0,48.0,41.0,47.0
EWG1YJ,DAKNT,EDDL,LIMC,16200,21031,16980,21010,13.0,-0.35,18.0,23.0,18.0,23.0
WJA16,CGVWJ,CYYT,EIDW,6000,20775,6540,20013,9.0,-12.7,6.0,23.0,7.0,22.0
AVA027,N791AV,LEMD,SKBO,30000,68627,32640,67377,44.0,-20.833333333333332,33.0,76.0,36.0,74.0
