callsign,tail_number,dep,arr,ftfmDep,ftfmArr,ctfmDep,ctfmArr,delayDep,delayArr,ftfmDep_tw,ftfmArr_tw,ctfmDep_tw,ctfmArr_tw
BAW315,GEUPX,LFPG,EGLL,43800,47249,44640,47220,14.0,-0.48333333333333334,48.0,52.0,49.0,52.0
AFL2017,VPBEO,LKPR,UUEE,-3600,5086,-3480,4380,2.0,-11.766666666666667,-4.0,5.0,-4.0,4.0
SAZ51,HBJWA,LSZH,LIBR,34200,40650,35220,40967,17.0,5.283333333333333,38.0,45.0,39.0,45.0
AUA423,OELWK,LOWW,LFMN,69300,75622,71040,75836,29.0,3.566666666666667,77.0,84.0,78.0,84.0
SDM6654,VPBQK,EDDH,ULLI,53100,60689,53580,60992,8.0,5.05,59.0,67.0,59.0,67.0
EZY41LX,OEIJG,LCPH,EGPH,-14700,3051,-13980,2522,12.0,-8.816666666666666,-17.0,3.0,-16.0,2.0
SVR727,,USSS,LIRF,5700,25610,7020,24721,22.0,-14.816666666666666,6.0,28.0,7.0,27.0
KLM18K,PHBQK,KIAD,EHAM,78000,101913,80940,103716,49.0,30.05,86.0,113.0,89.0,115.0
RYR48QT,EIDHA,LEMD,LIRN,43500,52235,45720,53886,37.0,27.516666666666666,48.0,58.0,50.0,59.0
DAH1008,7TVKQ,DAAG,LFPO,64800,72106,65091,71720,4.85,-6.433333333333334,72.0,80.0,72.0,79.0
AEA7007,ECLXV,GCXO,LEBB,45000,54768,45825,55386,13.75,10.3,50.0,60.0,50.0,61.0
EZY2157,GEZWE,EGGW,EHAM,25200,28850,25740,28174,9.0,-11.266666666666667,28.0,32.0,28.0,31.0
AFR125,FGZNH,ZBAA,LFPG,3900,40526,5700,42200,30.0,27.9,4.0,45.0,6.0,46.0
ASL61A,YUAPA,LIRF,LYBE,26700,32645,29580,34443,48.0,29.966666666666665,29.0,36.0,32.0,38.0
SCW3910,SERJI,EFHK,ESMS,43800,49687,44220,48905,7.0,-13.033333333333333,48.0,55.0,49.0,54.0
SAS78,GFBXA,ESSV,ESSA,31200,33669,31620,33944,7.0,4.583333333333333,34.0,37.0,35.0,37.0
NAX194,LNNGR,ENGM,ENHD,62100,64958,63000,65357,15.0,6.65,69.0,72.0,70.0,72.0
IBK5KC,EIFHS,LEBL,EKCH,21600,33007,23700,33168,35.0,2.683333333333333,24.0,36.0,26.0,36.0
AFL2355,VPBKF,LOWW,UUEE,-5400,3203,-5280,2460,2.0,-12.383333333333333,-6.0,3.0,-6.0,2.0
EXS33P,GGDFB,LDDU,EGAA,35700,47917,38040,49260,39.0,22.383333333333333,39.0,53.0,42.0,54.0
AAL720,N274AY,KCLT,LIRF,80400,111560,85620,116180,87.0,77.0,89.0,123.0,95.0,129.0
SRK60F,HBIZS,LSZB,LOWW,30000,34982,30480,35078,8.0,1.6,33.0,38.0,33.0,38.0
TRA427Q,PHHXB,EHAM,LIRP,65700,71827,66780,72216,18.0,6.483333333333333,73.0,79.0,74.0,80.0
BEL5ED,OOSSK,EBBR,EGPH,69300,75134,71220,75487,32.0,5.883333333333334,77.0,83.0,79.0,83.0
CHH7921,B1539,ZSPD,EBBR,62700,102798,63600,103098,15.0,5.0,69.0,114.0,70.0,114.0
RYR675R,EIFIK,LEGE,EPWR,31800,40908,33167,41307,22.783333333333335,6.65,35.0,45.0,36.0,45.0
SAS4610,EISIE,EGCC,ENGM,30600,37613,32280,37640,28.0,0.45,34.0,41.0,35.0,41.0
AMC186,9HAEO,LMML,LIEE,16200,20229,17400,20496,20.0,4.45,18.0,22.0,19.0,22.0
NAX173,LNNGS,ENBR,ENVA,56100,59477,57060,59860,16.0,6.383333333333334,62.0,66.0,63.0,66.0
FIN6MB,OHLVA,EFRO,EFHK,9600,13660,9600,13087,0.0,-9.55,10.0,15.0,10.0,14.0
ETH704,ETATJ,HAAB,LFPG,75300,99841,75900,99841,10.0,0.0,83.0,110.0,84.0,110.0
EIN605P,EIDEJ,EHAM,EIDW,43200,48569,43920,48332,12.0,-3.95,48.0,53.0,48.0,53.0
DLH4YM,DAIZZ,EDDF,LIPZ,37800,42575,39300,42645,25.0,1.1666666666666667,42.0,47.0,43.0,47.0
UAE222,A6EQB,KDFW,OMDB,62100,113061,62700,112964,10.0,-1.6166666666666667,69.0,125.0,69.0,125.0
TAR723,TSIMD,LFPO,DTTA,68400,76788,69420,76973,17.0,3.0833333333333335,76.0,85.0,77.0,85.0
ELY5123,OMFEX,LLBG,LGRP,34200,39491,35580,39958,23.0,7.783333333333333,38.0,43.0,39.0,44.0
WZZ1FH,HALTA,EGGW,LHBP,71700,80819,72600,80247,15.0,-9.533333333333333,79.0,89.0,80.0,89.0
EXS606,GGDFP,LEMG,EGNX,39600,49684,41040,50374,24.0,11.5,44.0,55.0,45.0,55.0
AFL2113,VPBFK,LGAV,UUEE,-8700,4459,-8160,3780,9.0,-11.316666666666666,-10.0,4.0,-10.0,4.0
BRX444V,SEMKB,ESSB,ESSV,40500,42715,40860,42767,6.0,0.8666666666666667,45.0,47.0,45.0,47.0
